id_film,titre_film,duree,genres_liste,date_sortie,utilisateur_note,nbre_utilisateur_note
8755316,Yi chu hao xi,134 min, Comédie Drame,10 août 2018 ,"6,2","1,8 k"
4630466,Virgin Cheerleaders in Chains,94 min, Horreur,9 août 2018 ,"3,8",216
7885874,Keluarga Cemara,110 min, Drame Famille,3 janvier 2018 ,"7,7",829
6446550,The Parting Glass,95 min, Drame,31 mai 2018 ,"5,6",428
7485508,Carmen & Lola,103 min, Drame Romantique,14 novembre 2018 ,"7,0",3 k
7794524,Naa Peru Surya Na Illu India,163 min, Action Drame,4 mai 2018 ,"6,7","7,5 k"
6960736,Love Addict,93 min, Comédie,18 avril 2018 ,"4,9",502
3131050,Delirium,96 min, Horreur Thriller,19 janvier 2018 ,"3,3",1 k
7875464,Les héritières,98 min, Drame,28 novembre 2018 ,"6,7","3,1 k"
6421118,Alright Now,95 min, Comédie Drame Romantique,10 mai 2018 ,"4,2",604
6923386,I'll Be Watching,87 min, Drame Romantique Thriller,9 juin 2018 ,"5,5",375
8774490,Parahuna,124 min, Comédie,28 septembre 2018 ,"6,2",116
9523112,Honey Bee,93 min, Drame,1 décembre 2018 ,"6,4",102
7606620,"Leal, solo hay una forma de vivir",107 min, Action Policier Drame,2 août 2018 ,"5,9",745
8826936,Mauli,134 min, Action,14 décembre 2018 ,"5,6",387
8304276,Acide,97 min, Drame,4 octobre 2018 ,"5,9","1,4 k"
4269118,Seven in Heaven,94 min, Drame Horreur Mystère,5 octobre 2018 ,"5,3","2,8 k"
6290418,Les goûts et les couleurs,95 min, Comédie Drame,24 juin 2018 ,"5,4","1,8 k"
8665900,Qalb Ummuh,102 min, Comédie,16 juin 2018 ,"6,2","1,2 k"
8405848,Sangre blanca,96 min, Policier Drame Thriller,27 septembre 2018 ,"5,9",108
5867226,Silencer,88 min, Drame Thriller,4 septembre 2018 ,"3,8","1,1 k"
6688832,Miss Dalí,165 min, Drame,16 novembre 2018 ,"5,3",87
8047262,The Tokoloshe,92 min, Horreur Thriller,2 novembre 2018 ,"4,6",183
8404272,Chao shi kong tong ju,101 min, Comédie Fantastique Romantique,18 mai 2018 ,"6,4","1,1 k"
7307136,All Styles,87 min, Drame Famille,6 août 2018 ,"4,3",124
6665904,Photo de famille,98 min, Comédie Drame,5 septembre 2018 ,"5,8",790
7901798,Têtes de pioche,103 min, Policier Drame Thriller,26 septembre 2018 ,"7,6","6,6 k"
6566830,Most Likely to Murder,90 min, Comédie,12 mars 2018 ,"5,1","1,1 k"
6520954,Debi,107 min, Drame Horreur Mystère,19 octobre 2018 ,"7,8","4,7 k"
6615894,Ranam,136 min, Action Policier Drame,6 septembre 2018 ,"6,4","1,4 k"
8795782,An Unwanted Guest,71 min, Thriller,1 octobre 2018 ,"5,2",156
7527694,Pickpockets,108 min, Policier Drame,12 avril 2018 ,"5,4","1,2 k"
5815078,Wunderland,85 min, Guerre,1 octobre 2018 ,"3,3","1,1 k"
9244936,Ashleel Udyog Mitra Mandal,115 min, Drame,6 mars 2018 ,"8,0",35
6438398,Catacombe,92 min, Drame Thriller,13 septembre 2018 ,"5,6",435
8140564,My Perfect You,121 min, Drame Romantique,14 mars 2018 ,"6,8",191
6851966,Nigerian Prince,104 min, Policier Drame Thriller,13 août 2018 ,"5,9",424
7402108,Uncle,145 min, Drame,27 avril 2018 ,"6,1",966
5361596,The Incantation,98 min, Aventure Fantastique Horreur,28 février 2018 ,"3,2",488
7890408,O Clube dos Canibais,81 min, Comédie Horreur,3 octobre 2018 ,"5,7",922
5817548,Tabaluga,90 min, Animation Aventure Comédie,6 décembre 2018 ,"5,1",245
5146612,Junkie,111 min, Action Policier Drame,17 octobre 2018 ,"5,2",163
5168238,Other Versions of You,96 min, Aventure Fantastique Romantique,26 novembre 2018 ,"6,1",428
5060166,Beyond the Woods,84 min, Drame Horreur Mystère,5 février 2018 ,"4,6","4,7 k"
6053938,Las leyes de la termodinámica,100 min, Comédie,31 août 2018 ,"6,0","2,8 k"
6279022,Call Me Brother,105 min, Comédie,6 novembre 2018 ,"5,3",61
8660842,Family Vanished,86 min, Action Policier Thriller,6 juillet 2018 ,"4,2",379
8432066,Sohn meines Vaters,89 min, Drame,,"6,7",83
7769310,Para Aduma,90 min, Drame,10 janvier 2018 ,"6,2",171
9221238,Polis Evo 2,125 min, Action Aventure Policier,20 novembre 2018 ,"7,0",415
7817448,Total Dadagiri,130 min, Romantique,19 janvier 2018 ,"5,1",195
6509330,Blood Paradise,84 min, Comédie Horreur Mystère,12 novembre 2018 ,"4,1",213
6113122,Hurricane Bianca: From Russia with Hate,85 min, Comédie,15 août 2018 ,"4,7","2,5 k"
5541002,Pachamama,72 min, Animation Aventure Famille,12 décembre 2018 ,"6,8",913
5039416,Finale: Le divertissement ne connaît pas de frontières,100 min, Horreur Mystère,27 novembre 2018 ,"4,7",641
9078374,"Ni hao, Zhihua",114 min, Drame Romantique,9 novembre 2018 ,"6,5",699
2967856,Another Day of Life,85 min, Animation Biographique,23 janvier 2018 ,"7,3","2,4 k"
4465538,Juveniles,88 min, Drame,28 août 2018 ,"6,2",216
5240090,Driver,79 min, Policier Drame Mystère,20 novembre 2018 ,"4,1",102
4110388,Superlópez,108 min, Action Comédie Science-fiction,23 novembre 2018 ,"5,4","3,8 k"
7502340,Hoshi meguri no machi,108 min, Drame,27 janvier 2018 ,"5,8",5
8960204,Asih,77 min, Horreur,11 octobre 2018 ,"5,1",340
9415552,Nesokrushimyy,90 min, Action Drame Historique,25 octobre 2018 ,"5,6","1,8 k"
11897964,Das Verlangen der Maria D.,76 min, Drame,15 décembre 2018 ,"6,2",30
7534314,Ne tirez pas,139 min, Drame,10 octobre 2018 ,"7,6","1,8 k"
8785486,Mr & Mrs 420 Returns,136 min, Comédie,15 août 2018 ,"6,4",248
5980638,The Transcendents,96 min, Musical Mystère Thriller,19 juin 2018 ,"7,7","3,3 k"
8060640,Never Not Love You,100 min, Drame Romantique,31 mars 2018 ,"6,9",533
6958520,The Outer Wild,85 min, Action Aventure Horreur,28 décembre 2018 ,"3,7",670
6704974,Les confins du monde,103 min, Drame Guerre,5 décembre 2018 ,"6,3","1,1 k"
8777022,Siccin 5,92 min, Horreur,17 août 2018 ,"5,1","1,7 k"
8434380,Xie bu ya zheng,137 min, Action Policier Drame,13 juillet 2018 ,"6,3","2,2 k"
5184904,Wuthering Heights,0 min, Horreur Romantique,30 novembre 2018 ,"6,1",40
7512276,The Dig,97 min, Thriller,26 avril 2018 ,"6,4",832
5806792,Gu jian qi tan zhi liu yue zhao ming,105 min, Action Fantastique,1 octobre 2018 ,"5,2",189
8330720,Everybody's Talking About Jamie,160 min, Drame Comédie Musicale,31 janvier 2018 ,"7,9",672
7925066,Hard Paint,117 min, Drame,15 mai 2018 ,"6,7","1,1 k"
8305116,Ayka,100 min, Drame,16 janvier 2018 ,"7,1","1,9 k"
6545212,Leera the Soulmate,104 min, Science-fiction,2 novembre 2018 ,"5,5","2,1 k"
8595708,Pulang,120 min, Aventure Drame Romantique,26 juillet 2018 ,"6,7",604
6010806,Unexpected Race,92 min, Drame,18 juillet 2018 ,"4,8",78
6341668,Icebox,88 min, Drame,9 septembre 2018 ,"6,1",778
7476810,Dead Pigs,122 min, Comédie Drame Famille,25 janvier 2018 ,"6,8","1,5 k"
9395384,One Great Love,115 min, Drame Romantique,22 mars 2018 ,"6,8",85
8032912,Parwaaz Hai Junoon,130 min, Action Romantique Guerre,22 août 2018 ,"7,5","1,7 k"
6301452,Matriarch,91 min, Horreur Thriller,2 novembre 2018 ,"5,3","4,8 k"
5589362,One Last Night,77 min, Comédie Romantique,20 août 2018 ,"5,3",978
5645932,Beautifully Broken,108 min, Drame,24 août 2018 ,"5,7",438
7220640,À coeurs perdus,108 min, Drame Historique Romantique,26 octobre 2018 ,"6,5",749
6580564,102 Not Out,102 min, Comédie Drame,4 mai 2018 ,"7,4","7,3 k"
5885106,Vengeance,92 min, Action,28 septembre 2018 ,"4,4","1,5 k"
5361326,The Ninth Passenger,76 min, Action Comédie Horreur,18 juillet 2018 ,"3,1",768
4286760,High Resolution,96 min, Drame,8 septembre 2018 ,"4,0",264
6014434,Draug,87 min, Aventure Fantastique Historique,2 octobre 2018 ,"4,7",586
9020428,Abay Babes,108 min, Comédie,19 septembre 2018 ,"7,7",41
8493514,Hedefim Sensin,113 min, Comédie,7 décembre 2018 ,"6,2","4,6 k"
7381444,In the Cloud,90 min, Thriller,8 février 2018 ,"3,6",372
7807064,Kizim ve Ben,113 min, Drame,6 avril 2018 ,"5,3",346
9378850,Wu lin guai shou,104 min, Action Fantastique,12 décembre 2018 ,"3,8",230
7546486,Kayhan,105 min, Comédie,8 février 2018 ,"2,2","3,4 k"
7155170,Misumisô,114 min, Horreur,7 avril 2018 ,"6,2",820
8051738,Bhaijaan Elo Re,160 min, Action Aventure Comédie,15 juin 2018 ,"6,5",973
7500618,Party Hard Die Young,90 min, Horreur Thriller,23 mars 2018 ,"5,0","1,4 k"
7580598,F20,90 min, Action Romantique Thriller,27 septembre 2018 ,"5,2",980
4839118,Black Wake,91 min, Horreur Science-fiction Thriller,7 août 2018 ,"2,1",341
6531196,Ascharyachakit!,90 min, Drame Romantique,19 décembre 2018 ,"5,1",930
8669354,Throwback Holiday,88 min, Comédie Drame Famille,15 décembre 2018 ,"6,4",428
6641528,Jinn,92 min, Drame,15 novembre 2018 ,"5,9",430
5989336,The Manor,92 min, Horreur Thriller,15 mai 2018 ,"2,9",239
9149982,Killer Under the Bed,90 min, Horreur Thriller,14 juillet 2018 ,"4,3","1,1 k"
6818140,Au secours! J'ai rétréci mes parents,93 min, Action Aventure Comédie,18 janvier 2018 ,"4,9",351
8956390,Rojo,109 min, Drame Mystère Thriller,3 juillet 2018 ,"6,4","2,5 k"
4768586,The Storyteller,90 min, Drame Famille Fantastique,21 septembre 2018 ,"7,0",628
5051826,Frat Pack,95 min, Comédie,19 juin 2018 ,"3,9",408
7147414,Swing,104 min, Comédie,13 avril 2018 ,"5,4",77
7520594,Only People,88 min, Drame,4 mai 2018 ,"5,2",118
7238326,He Loves Me,74 min, Drame Romantique,5 février 2018 ,"5,0",242
5718046,An Actor Prepares,97 min, Comédie,31 août 2018 ,"5,2",693
7585270,Theevandi,144 min, Comédie,7 septembre 2018 ,"6,6","1,5 k"
4572700,Mother Krampus 2: Slay Ride,96 min, Horreur,6 novembre 2018 ,"3,2",258
7709804,A Child's Voice,82 min, Drame Horreur Mystère,6 juin 2018 ,"5,5",328
3076510,Henchmen,89 min, Animation Comédie Famille,23 janvier 2018 ,"5,1",666
8123728,L'officier d'Auschwitz,102 min, Drame Thriller Guerre,2018,"4,7","1,6 k"
6982104,Metti la nonna in freezer,100 min, Comédie,15 mars 2018 ,"6,0","2,4 k"
8041274,The Significant Other,109 min, Drame,21 février 2018 ,"7,5",66
8838810,Song lang,101 min, Drame Romantique,17 août 2018 ,"7,7",723
7233106,The Amaranth,88 min, Drame Mystère Thriller,12 novembre 2018 ,"5,5",481
8492566,Les Salopes or The Naturally Wanton Pleasure of Skin,97 min, Drame,octobre 2018 ,"6,0",257
6892340,Sono tornato,100 min, Comédie Drame,1 février 2018 ,"6,2","1,7 k"
7767866,Chal Mohan Ranga,148 min, Romantique,5 avril 2018 ,"5,8","1,1 k"
8836746,Sangharsh,152 min, Action Comédie Drame,24 août 2018 ,"7,6",91
6328242,A Simple Wedding,88 min, Comédie Romantique,14 février 2018 ,"5,4",1 k
6109874,Fatal Festival,87 min, Musical Mystère Thriller,10 avril 2018 ,"5,4",716
7356166,Miss Arizona,94 min, Comédie Drame,10 juin 2018 ,"5,5",274
6212378,Surviving the Wild,87 min, Action Aventure Famille,5 janvier 2018 ,"5,7",265
6905402,A Boy. A Girl. A Dream.,89 min, Drame Romantique,14 septembre 2018 ,"4,7",521
2838568,The More You Ignore Me,90 min, Comédie,6 juillet 2018 ,"6,0",742
9204072,Oda sa wala,92 min, Drame,23 avril 2018 ,"6,9",425
5031658,Soul to Keep,94 min, Horreur Thriller,2 avril 2018 ,"4,2",1 k
4959440,Apocalypse Rising,83 min, Aventure Comédie Fantastique,12 juin 2018 ,"4,5",783
7400672,Alvdan l'apprenti viking,97 min, Aventure Famille,26 octobre 2018 ,"5,0",279
6111144,Sex Education,135 min, Drame,22 juin 2018 ,"6,6",120
6250554,Payday,105 min, Action Policier Drame,5 décembre 2018 ,"5,2",123
8185094,Needhi Naadhi Oke Katha,121 min, Drame,23 mars 2018 ,"7,7",738
7891470,The Merger,103 min, Comédie Drame Sport,30 août 2018 ,"6,6",1 k
7156720,Cornbread Cosa Nostra,106 min, Policier Thriller,18 mai 2018 ,"5,8",72
6051424,Hell's Kitty,98 min, Comédie Horreur,27 mars 2018 ,"3,4",233
7762982,Sajjan Singh Rangroot,140 min, Action Biographique Drame,23 mars 2018 ,"7,3","1,6 k"
8402090,Cumali Ceber 2,100 min, Comédie,8 juin 2018 ,"1,7",11 k
6034002,La noche de las dos lunas,110 min, Drame,30 août 2018 ,"7,1",95
5926778,Angelique's Isle,90 min, Drame Romantique Thriller,23 novembre 2018 ,"6,5",108
5847768,Wardi,74 min, Animation Drame,27 février 2018 ,"7,1",524
8786106,Porno para principiantes,88 min, Comédie,3 octobre 2018 ,"5,4",611
6315438,Seltsimees laps,99 min, Biographique Drame Historique,23 mars 2018 ,"7,5","1,3 k"
8725958,Hotel by the River,96 min, Drame,29 juillet 2018 ,"6,7","1,5 k"
8376682,Santhoshathil Kalavaram,130 min, Horreur Thriller,2 novembre 2018 ,"9,1",238
7442362,Fumiko no ashi,89 min, Drame,10 février 2018 ,"5,2",114
4789822,Pickings,103 min, Action Policier Drame,3 août 2018 ,"5,1","1,1 k"
6924682,Âmes sensibles,74 min, Comédie,25 septembre 2018 ,"5,2",191
4594124,Les,97 min, Drame,24 juin 2018 ,"5,9",200
9479806,Endless Loop,97 min, Policier Mystère,31 octobre 2018 ,"5,3",124
7253190,Wild Honey Pie!,87 min, Comédie Drame,14 juin 2018 ,"4,8",256
8649454,Bluff Master,138 min, Policier Thriller,28 décembre 2018 ,"6,3",411
8011712,The Past,120 min, Drame Horreur,11 mai 2018 ,"3,3",216
6029796,Only Humans,85 min, Drame,9 mars 2018 ,"6,2",119
3289080,Asylum of Fear,79 min, Horreur Mystère Thriller,9 janvier 2018 ,"5,2","6,5 k"
7752454,Tang ren jie tan an 2,121 min, Action Comédie Mystère,16 février 2018 ,"6,1","2,7 k"
5842616,Veere Di Wedding,135 min, Comédie,1 juin 2018 ,"3,3",13 k
8873348,Boyz 2,122 min, Comédie,5 octobre 2018 ,"6,6",277
8367080,Chaem-pieon,108 min, Drame Sport,1 mai 2018 ,"6,3","1,1 k"
9742422,Savage,112 min, Action Policier Thriller,20 avril 2018 ,"5,7",478
5604902,Deadman Standing,92 min, Biographique Thriller Western,11 décembre 2018 ,"4,8",339
2205762,Model Home,82 min, Drame Horreur Mystère,25 août 2018 ,"4,0",267
6910020,Rien à perdre,134 min, Biographique Drame,19 mai 2018 ,"2,3",23 k
8675532,The Fear Footage,71 min, Horreur,20 juillet 2018 ,"4,8",841
8110966,On the Ropes,87 min, Action,3 juillet 2018 ,"4,0",188
4188180,Achoura,93 min, Fantastique Horreur Thriller,21 février 2018 ,"4,9",382
7329602,Tamizh Padam 2.0,143 min, Comédie,12 juillet 2018 ,"6,5","1,6 k"
6297258,Maya,107 min, Drame Romantique,19 décembre 2018 ,"6,1",601
7773210,Nos batailles,98 min, Drame,3 octobre 2018 ,"6,7","1,4 k"
7007846,Shangri-La: Near Extinction,95 min, Science-fiction,2 octobre 2018 ,"3,2",287
6712374,Kamerdyner,150 min, Drame Historique Romantique,21 septembre 2018 ,"6,3",876
7993338,Kadha Paranja Kadha,134 min, Drame,9 février 2018 ,"5,8",31
6857040,The Appearance,111 min, Horreur Thriller,7 décembre 2018 ,"4,8","1,3 k"
6872436,Sketch,137 min, Action Thriller,17 janvier 2018 ,"5,7","2,1 k"
7950388,Jibril,83 min, Drame Romantique,9 mai 2018 ,"6,1",134
8718786,Månebrand,100 min, Drame Thriller,6 octobre 2018 ,"5,5",51
8026554,Socrates,71 min, Drame,26 septembre 2018 ,"7,1","1,1 k"
8900302,Kucumbu tubuh indahku,105 min, Drame,18 avril 2018 ,"7,4",480
4469518,Genesis,114 min, Science-fiction,juillet 2018 ,"3,3",1 k
4103470,Mistrust,90 min, Drame Romantique,1 juin 2018 ,"5,7",1 k
7856166,Sailaja Reddy Alludu,147 min, Action Comédie Drame,13 septembre 2018 ,"5,1",900
8665784,Rosogolla,138 min, Drame,21 décembre 2018 ,"7,5",764
7822320,Ek Je Chhilo Raja,147 min, Drame Mystère Thriller,12 octobre 2018 ,"7,2","1,3 k"
8776958,Cin-i Ayet,102 min, Horreur,1 juin 2018 ,"5,9",94
8032834,Proshchatsya ne budem,110 min, Drame Guerre,21 juin 2018 ,"5,6",90
6747420,Rajma Chawal,117 min, Comédie Drame Famille,30 novembre 2018 ,"5,7","1,9 k"
8236588,Echoes of Fear,90 min, Horreur,25 octobre 2018 ,"5,1",725
8396238,,,,,,
7218564,Pistachio,85 min, Aventure Famille,14 août 2018 ,"5,6",267
6237966,Thaanaa Serndha Koottam,138 min, Action Comédie Policier,12 janvier 2018 ,"6,4","6,1 k"
8726116,Les étendues imaginaires,95 min, Drame Mystère,6 mars 2018 ,"6,2","1,3 k"
8237252,Lust a Cinema,69 min, Drame,12 mai 2018 ,"7,6",5
4161482,The Onyx of Wall Street,108 min, Drame,,,
2098669,Dirty Dealing 3D,90 min, Drame,19 juin 2018 ,"4,1",419
8066574,Srinivasa Kalyanam,140 min, Drame Famille,9 août 2018 ,"6,1","1,3 k"
4194054,We Only Know So Much,88 min, Drame,25 février 2018 ,"5,1",151
5758726,Mega Time Squad,86 min, Action Aventure Comédie,30 août 2018 ,"5,8","1,7 k"
7474512,Sune vs. Sune,89 min, Comédie Famille Fantastique,30 novembre 2018 ,"5,6",707
2993848,Bing feng: Yong heng zhi men,104 min, Action Aventure Comédie,2 novembre 2018 ,"3,9",958
8098546,Doraemon Nobita no Takarajima,108 min, Animation Aventure Comédie,3 mars 2018 ,"6,5",883
8490894,Ee Nagaraniki Emaindi,122 min, Comédie Drame,29 juin 2018 ,"7,9","3,1 k"
11205260,The Outsiders,119 min, Drame Romantique,17 août 2018 ,"6,5",105
7186036,Vulkan,107 min, Comédie Drame,4 avril 2018 ,"6,7",615
10719944,eROTik,68 min, Horreur,13 juin 2018 ,"5,6",29
5664222,We Are Boats,108 min, Fantastique,11 mai 2018 ,"5,6",725
9150950,Dobaara,66 min, Drame Romantique,21 septembre 2018 ,"6,8",135
7483318,Kalakalappu 2,154 min, Comédie Drame,9 février 2018 ,"5,1",746
7479902,Gultoo,128 min, Policier Drame,13 avril 2018 ,"7,9","1,3 k"
7056906,I Love My Mum,86 min, Comédie,8 décembre 2018 ,"4,5",401
6463494,3 jours à Quiberon,115 min, Drame,13 juin 2018 ,"6,8","1,4 k"
7967834,Meet Me in St. Gallen,94 min, Drame Romantique,7 février 2018 ,"6,9",277
8713190,Ditte & Louise,103 min, Comédie,13 septembre 2018 ,"6,4",644
9149786,All You Ever Wished For,86 min, Fantastique Romantique,21 octobre 2018 ,"4,8",297
6788904,Tijuana Jackson: Purpose Over Prison,93 min, Comédie,24 juillet 2018 ,"5,9",626
7858466,The Krays: Dead Man Walking,79 min, Action Policier,10 septembre 2018 ,"2,9",254
6502956,Yucatán,129 min, Aventure Comédie Romantique,15 février 2018 ,"5,6","2,2 k"
7108976,Jo-seon-myeong-tamjeong: Heupyeolgoemaui bimil,120 min, Action Comédie Policier,8 février 2018 ,"6,1",500
8335880,Silvio et les autres 2,100 min, Biographique,10 mai 2018 ,"7,0","2,8 k"
7372728,Kobiety mafii,138 min, Action Policier Drame,22 février 2018 ,"4,8","1,6 k"
7164084,Unintended,92 min, Drame Thriller,13 octobre 2018 ,"5,5",336
8851198,Funny Girl,164 min, Comédie Drame Comédie Musicale,23 décembre 2018 ,"7,2",150
5300736,Crepitus,83 min, Horreur,26 octobre 2018 ,"2,9",168
8017136,Tony,124 min, Thriller,29 novembre 2018 ,"7,5","1,3 k"
5946668,4/20 Massacre,84 min, Action Horreur,3 avril 2018 ,"3,8",732
6164210,Best Mom,83 min, Comédie,24 février 2018 ,"6,8",35
7943248,Marilyn,79 min, Drame,11 octobre 2018 ,"6,5",402
7538958,Animal,112 min, Drame Thriller,24 mai 2018 ,"6,2","1,5 k"
6413868,The Lost Viking,107 min, Action Aventure Historique,28 mai 2018 ,"3,8",368
6884380,A Bread Factory Part 1: Ce qui nous unit,122 min, Comédie Drame,28 novembre 2018 ,"6,9",436
7218334,Cops,92 min, Drame,7 novembre 2018 ,"6,2",465
8585484,Siblings of the Cape,90 min, Drame,1 mars 2018 ,"6,7",307
8890690,Familia sumergida,91 min, Drame,11 octobre 2018 ,"6,1",405
8144850,Les Moissonneurs,102 min, Drame,20 février 2018 ,"6,5",874
6850766,Electric Love,81 min, Comédie,5 février 2018 ,"5,1",323
8319778,Nisekoi,117 min, Comédie Drame Romantique,21 décembre 2018 ,"6,0",387
6559390,L'apparition,144 min, Drame Mystère,14 février 2018 ,"6,3","1,6 k"
5909334,Beyond the Night,98 min, Drame Mystère Thriller,janvier 2018 ,"5,5",452
8071308,Feng zhong you duo yu zuo de yun,125 min, Policier Drame Mystère,9 novembre 2018 ,"6,6","1,2 k"
4566780,Gray Matter,85 min, Science-fiction,15 mai 2018 ,"3,1",340
7473390,Zhan shen ji,119 min, Action Aventure Biographique,28 avril 2018 ,"3,8",143
8108278,Balam balam balam,100 min, Comédie Drame,5 avril 2018 ,"6,3",415
8561086,Joseph,138 min, Policier Drame Thriller,16 novembre 2018 ,"8,0","5,7 k"
8583378,Ana e Vitória,115 min, Biographique Comédie Musical,2 août 2018 ,"6,4",626
6012750,Dirty White Lies,90 min, Thriller,6 décembre 2018 ,"3,1",137
8222408,Nuits magiques,125 min, Comédie Drame Mystère,14 août 2018 ,"6,1","1,6 k"
7403574,La Petite princesse et le dragon,75 min, Animation Famille Fantastique,23 août 2018 ,"4,0",323
2377752,The Truth About Lies,94 min, Comédie Romantique,27 janvier 2018 ,"5,2",581
8161554,De film van Dylan Haegens,81 min, Aventure Comédie Famille,16 août 2018 ,"4,1",566
7049420,Le vent tourne,88 min, Drame,26 septembre 2018 ,"6,2",472
7133202,When the Trees Fall,88 min, Drame,20 septembre 2018 ,"6,4",640
7867076,Aapla Manus,138 min, Drame Thriller,9 février 2018 ,"7,0",988
5924852,Paradize 89,90 min, Famille,23 février 2018 ,"6,6",238
7111818,Ozen,108 min, Drame,12 mai 2018 ,"6,6",220
6862864,Another Tango,82 min, Drame Romantique,22 mai 2018 ,"5,2",307
7384848,Missing,120 min, Drame Mystère Thriller,6 avril 2018 ,"5,8","2,3 k"
8790624,Rafadan Tayfa Dehliz Macerasi,83 min, Animation Aventure,26 octobre 2018 ,"6,3",270
6406848,Dublin Oldschool,95 min, Drame,29 juin 2018 ,"6,0",716
5742264,3 Way Junction,101 min, Drame,11 octobre 2018 ,"5,8",97
10887516,Through a Boy's Eyes,76 min, Drame,5 juillet 2018 ,"5,0",90
4631048,The Texture of Falling,75 min, Drame,14 mars 2018 ,"5,5",597
7962598,Nan ji jue lian,117 min, Aventure Drame,1 février 2018 ,"6,6",380
7476946,River's Edge,118 min, Policier Drame,1 mars 2018 ,"6,2",993
8426854,Jalebi,112 min, Drame Romantique,12 octobre 2018 ,"6,0","2,8 k"
6958030,1921,144 min, Horreur Mystère Romantique,12 janvier 2018 ,"4,3","1,3 k"
7222598,Raju Kannada Medium,159 min, Comédie Drame,19 janvier 2018 ,"7,0",331
7520766,Red Rover,100 min, Comédie Romantique,30 novembre 2018 ,"6,6",226
7240478,The Necromancer,88 min, Horreur,26 octobre 2018 ,"4,1",651
6150962,Song of Back and Neck,85 min, Comédie Romantique,23 avril 2018 ,"5,7",241
6388074,Viper Club,109 min, Drame,26 octobre 2018 ,"5,6",606
9037222,"Ya, Ty, On, Ona",96 min, Comédie,27 décembre 2018 ,"5,3",461
8365006,Kumari 21F,0 min, Romantique,4 mai 2018 ,"4,9",61
6514218,Noblemen,108 min, Drame,28 juin 2018 ,"5,6",313
7852002,"Nous, les chiens",102 min, Animation,22 juin 2018 ,"6,2",182
5673714,La loi de Brooklyn,91 min, Policier Drame Thriller,9 février 2018 ,"4,0",584
6468814,Touch Chesi Chudu,147 min, Action Comédie Policier,2 février 2018 ,"4,8","1,1 k"
8917752,Joy,99 min, Drame,18 janvier 2018 ,"6,6","1,3 k"
9204408,Gong fu lian meng,102 min, Action,19 octobre 2018 ,"4,9",554
4824316,Armed,118 min, Action Thriller,14 septembre 2018 ,"3,4",477
10462646,The Legend of Gobi,158 min, Action,12 avril 2018 ,"5,8","2,8 k"
9021140,Homestay,132 min, Drame Fantastique Thriller,25 octobre 2018 ,"7,2","1,5 k"
8769226,Mei shi Da mao xian,99 min, Animation Action Aventure,10 août 2018 ,"6,4",72
6707906,Odiyan,167 min, Action Drame Fantastique,14 décembre 2018 ,"5,3","3,8 k"
5782230,Sarabha,137 min, Fantastique,22 novembre 2018 ,"6,9",76
8392146,Vixen,88 min, Action,8 novembre 2018 ,"5,4",34
3113836,Strange Nature,100 min, Drame Horreur Mystère,22 septembre 2018 ,"4,3",691
6095984,Point of No Return,90 min, Action Aventure Thriller,décembre 2018 ,"6,5","4,1 k"
2619512,The Big Take,83 min, Comédie Thriller,7 septembre 2018 ,"5,9","4,1 k"
5961314,Gung-hab,110 min, Comédie Historique Romantique,28 février 2018 ,"6,3",588
6792478,Une voisine inquiétante,86 min, Thriller,31 janvier 2018 ,"3,7",385
8529512,Remélem legközelebb sikerül meghalnod:),96 min, Drame Thriller,13 septembre 2018 ,"7,1","2,4 k"
8855948,Pinay Beauty,105 min, Comédie,15 août 2018 ,"6,5",16
6984530,En las estrellas,86 min, Drame,31 août 2018 ,"6,3",512
9163346,Ai ga nanda,123 min, Drame Romantique,9 avril 2018 ,"6,5",525
5539924,With a Kiss I Die,73 min, Drame Fantastique Romantique,28 août 2018 ,"4,5",228
7239700,"Mon amour, mon obsession",84 min, Thriller,25 mai 2018 ,"5,0",456
6688304,Night Shift,81 min, Horreur Thriller,2018,"4,1",623
8661074,Liway,100 min, Drame,10 octobre 2018 ,"8,3",144
8900082,Commando Ninja,68 min, Action Comédie,21 décembre 2018 ,"6,5",596
5013782,Change in the Air,94 min, Drame,19 octobre 2018 ,"5,7",689
5699180,Mississippi Requiem,88 min, Drame,17 mai 2018 ,"5,7",72
4779344,Rounding Third,110 min, Drame Sport,17 août 2018 ,"5,2",273
6601502,Ray & Liz,108 min, Drame,10 avril 2018 ,"6,7","1,7 k"
8111130,The Weekend,87 min, Comédie Drame Romantique,13 septembre 2018 ,"5,7",636
8733898,U Turn,128 min, Policier Horreur Mystère,21 septembre 2018 ,"6,9","3,7 k"
7568856,Baban,120 min, Action,23 mars 2018 ,"7,3",269
4155680,CobraGator,0 min, Action Aventure Comédie,2018,"5,8",77
4552546,3 Storeys,100 min, Drame,9 mars 2018 ,"7,0",446
5646082,#Roxy,105 min, Comédie Romantique,octobre 2018 ,"5,1",328
7596874,Compulsion,93 min, Thriller,2018,"4,3",27
7583274,Kill Ben Lyk,77 min, Comédie Mystère Thriller,20 mai 2018 ,"4,7",562
4823486,Dormant,96 min, Policier Drame Mystère,1 avril 2018 ,"4,1",125
7434928,Amin,91 min, Drame,3 octobre 2018 ,"6,2",288
8108230,"Pokémon, le film: Le pouvoir est en nous",100 min, Animation Action Aventure,24 novembre 2018 ,"6,2","2,7 k"
5903358,The Nursery,87 min, Horreur Mystère Thriller,5 juin 2018 ,"4,9","1,1 k"
